Num,config,Num_Fe,a1,a2,a3,a4,a5,a6,a7,a8,a9,Etot_htr,dEform_eV,Emca_meV,Damp  # 0:Fe 1:Co
229,CFFFCCFCC,4,1,0,0,0,1,1,0,1,1,-13161.2423335336,-0.012206,-1.5064,0.0089586820
230,CFFFCCFCF,5,1,0,0,0,1,1,0,1,0,-13040.5732479515,-0.014557,-0.2568,0.0080713619
231,CFFFCCFFC,5,1,0,0,0,1,1,0,0,1,-13040.5763195552,-0.017629,-0.5903,0.0144087483
232,CFFFCCFFF,6,1,0,0,0,1,1,0,0,0,-12919.8979559074,-0.010703,-0.1823,0.0066251497
233,CFFFCFCCC,4,1,0,0,0,1,0,1,1,1,-13161.2441478650,-0.014020,-0.5593,0.0196906677
234,CFFFCFCCF,5,1,0,0,0,1,0,1,1,0,-13040.5761009590,-0.017410,-0.1692,0.0248469469
235,CFFFCFCFC,5,1,0,0,0,1,0,1,0,1,-13040.5843999631,-0.025709,-0.2252,0.0228808628
236,CFFFCFCFF,6,1,0,0,0,1,0,1,0,0,-12919.9035341945,-0.016281,0.5881,0.0121792160
237,CFFFCFFCC,5,1,0,0,0,1,0,0,1,1,-13040.5737285288,-0.015038,-0.8861,0.0277778666
238,CFFFCFFCF,6,1,0,0,0,1,0,0,1,0,-12919.9032261927,-0.015973,-1.3572,0.0173714344
239,CFFFCFFFC,6,1,0,0,0,1,0,0,0,1,-12919.9056262546,-0.018373,-0.1922,0.0206128313
240,CFFFCFFFF,7,1,0,0,0,1,0,0,0,0,-12799.2278996025,-0.012084,-0.0156,0.0105850344
241,CFFFFCCCC,4,1,0,0,0,0,1,1,1,1,-13161.2377443117,-0.007616,-0.1994,0.0162336010
242,CFFFFCCCF,5,1,0,0,0,0,1,1,1,0,-13040.5697958541,-0.011105,0.6702,0.0150171469
243,CFFFFCCFC,5,1,0,0,0,0,1,1,0,1,-13040.5746521064,-0.015962,-0.6988,0.0313286110
244,CFFFFCCFF,6,1,0,0,0,0,1,1,0,0,-12919.8963791524,-0.009126,0.0649,0.0157000326
245,CFFFFCFCC,5,1,0,0,0,0,1,0,1,1,-13040.5733124854,-0.014622,-1.0924,0.0447187468
246,CFFFFCFCF,6,1,0,0,0,0,1,0,1,0,-12919.9039585320,-0.016705,-1.2742,0.0080001297
247,CFFFFCFFC,6,1,0,0,0,0,1,0,0,1,-12919.9065983124,-0.019345,-0.3754,0.0201500091
248,CFFFFCFFF,7,1,0,0,0,0,1,0,0,0,-12799.2286335233,-0.012818,0.0601,0.0114326108
249,CFFFFFCCC,5,1,0,0,0,0,0,1,1,1,-13040.5655593185,-0.006869,-0.5858,0.0127807665
250,CFFFFFCCF,6,1,0,0,0,0,0,1,1,0,-12919.8974908317,-0.010238,-0.7739,0.0176230315
251,CFFFFFCFC,6,1,0,0,0,0,0,1,0,1,-12919.9054659826,-0.018213,-0.0146,0.0181538412
252,CFFFFFCFF,7,1,0,0,0,0,0,1,0,0,-12799.2255245598,-0.009709,-0.7198,0.0055653005
253,CFFFFFFCC,6,1,0,0,0,0,0,0,1,1,-12919.8951415806,-0.007888,-0.6124,0.0264392206
254,CFFFFFFCF,7,1,0,0,0,0,0,0,1,0,-12799.2249754697,-0.009160,-0.8621,0.0163975813
255,CFFFFFFFC,7,1,0,0,0,0,0,0,0,1,-12799.2254145494,-0.009599,-0.6213,0.0192487985
256,CFFFFFFFF,8,1,0,0,0,0,0,0,0,0,-12678.5477268749,-0.003348,1.2763,0.0149680671
257,FCCCCCCCC,1,0,1,1,1,1,1,1,1,1,-13523.2491255120,-0.004686,1.2017,0.0062317703
258,FCCCCCCCF,2,0,1,1,1,1,1,1,1,0,-13402.5803979970,-0.007395,1.7001,0.0056270550
259,FCCCCCCFC,2,0,1,1,1,1,1,1,0,1,-13402.5854003346,-0.012398,1.0702,0.0047336547
260,FCCCCCCFF,3,0,1,1,1,1,1,1,0,0,-13281.9075482147,-0.005983,1.9696,0.0023307029
261,FCCCCCFCC,2,0,1,1,1,1,1,0,1,1,-13402.5824981532,-0.009496,0.0975,0.0069467677
262,FCCCCCFCF,3,0,1,1,1,1,1,0,1,0,-13281.9138324219,-0.012267,0.5956,0.0040623265
263,FCCCCCFFC,3,0,1,1,1,1,1,0,0,1,-13281.9160856105,-0.014520,0.5228,0.0076180308
264,FCCCCCFFF,4,0,1,1,1,1,1,0,0,0,-13161.2381217648,-0.007994,1.5918,0.0034844539
265,FCCCCFCCC,2,0,1,1,1,1,0,1,1,1,-13402.5837564734,-0.010754,0.2122,0.0101353704
266,FCCCCFCCF,3,0,1,1,1,1,0,1,1,0,-13281.9151983496,-0.013633,0.3481,0.0081052451
267,FCCCCFCFC,3,0,1,1,1,1,0,1,0,1,-13281.9241910494,-0.022626,0.6854,0.0059051602
268,FCCCCFCFF,4,0,1,1,1,1,0,1,0,0,-13161.2433481303,-0.013220,1.7732,0.0060780739
269,FCCCCFFCC,3,0,1,1,1,1,0,0,1,1,-13281.9134910977,-0.011926,0.2575,0.0056864385
270,FCCCCFFCF,4,0,1,1,1,1,0,0,1,0,-13161.2428344175,-0.012707,-0.0592,0.0263528477
271,FCCCCFFFC,4,0,1,1,1,1,0,0,0,1,-13161.2452570893,-0.015129,0.7056,0.0110637840
272,FCCCCFFFF,5,0,1,1,1,1,0,0,0,0,-13040.5677056580,-0.009015,1.4844,0.0027890177
273,FCCCFCCCC,2,0,1,1,1,0,1,1,1,1,-13402.5828879941,-0.009885,0.7588,0.0067221417
274,FCCCFCCCF,3,0,1,1,1,0,1,1,1,0,-13281.9150138393,-0.013449,1.1274,0.0022522530
275,FCCCFCCFC,3,0,1,1,1,0,1,1,0,1,-13281.9198505884,-0.018285,-0.0595,0.0081096640
276,FCCCFCCFF,4,0,1,1,1,0,1,1,0,0,-13161.2417286806,-0.011601,0.8858,0.0043721065
277,FCCCFCFCC,3,0,1,1,1,0,1,0,1,1,-13281.9188574508,-0.017292,-0.1044,0.0073485470
278,FCCCFCFCF,4,0,1,1,1,0,1,0,1,0,-13161.2496536557,-0.019526,0.3006,0.0126027365
279,FCCCFCFFC,4,0,1,1,1,0,1,0,0,1,-13161.2523613255,-0.022233,0.1517,0.0077358923
280,FCCCFCFFF,5,0,1,1,1,0,1,0,0,0,-13040.5741907804,-0.015500,0.8471,0.0105001315
281,FCCCFFCCC,3,0,1,1,1,0,0,1,1,1,-13281.9122303302,-0.010665,0.0672,0.0081603487
282,FCCCFFCCF,4,0,1,1,1,0,0,1,1,0,-13161.2438919527,-0.013764,0.4085,0.0086243023
283,FCCCFFCFC,4,0,1,1,1,0,0,1,0,1,-13161.2524961829,-0.022368,0.3068,0.0088813451
284,FCCCFFCFF,5,0,1,1,1,0,0,1,0,0,-13040.5719494368,-0.013259,0.7783,0.0177307741
285,FCCCFFFCC,4,0,1,1,1,0,0,0,1,1,-13161.2427421312,-0.012614,0.1873,0.0051032470
286,FCCCFFFCF,5,0,1,1,1,0,0,0,1,0,-13040.5722534120,-0.013563,-0.1976,0.0242432413
287,FCCCFFFFC,5,0,1,1,1,0,0,0,0,1,-13040.5734394471,-0.014749,0.6306,0.0153626767
288,FCCCFFFFF,6,0,1,1,1,0,0,0,0,0,-12919.8961220422,-0.008869,1.6436,0.0011828320
289,FCCFCCCCC,2,0,1,1,0,1,1,1,1,1,-13402.5831657497,-0.010163,0.6283,0.0077955861
290,FCCFCCCCF,3,0,1,1,0,1,1,1,1,0,-13281.9148429768,-0.013278,0.2983,0.0072380509
291,FCCFCCCFC,3,0,1,1,0,1,1,1,0,1,-13281.9192266756,-0.017661,0.0768,0.0051803241
292,FCCFCCCFF,4,0,1,1,0,1,1,1,0,0,-13161.2414738468,-0.011346,1.0870,0.0048609925
293,FCCFCCFCC,3,0,1,1,0,1,1,0,1,1,-13281.9161201411,-0.014555,-1.4582,0.0085148767
294,FCCFCCFCF,4,0,1,1,0,1,1,0,1,0,-13161.2472513112,-0.017123,-0.1737,0.0094875423
295,FCCFCCFFC,4,0,1,1,0,1,1,0,0,1,-13161.2500728283,-0.019945,-0.5414,0.0111040379
296,FCCFCCFFF,5,0,1,1,0,1,1,0,0,0,-13040.5716243732,-0.012934,0.1593,0.0111302205
297,FCCFCFCCC,3,0,1,1,0,1,0,1,1,1,-13281.9189391511,-0.017374,-0.7238,0.0138981675
298,FCCFCFCCF,4,0,1,1,0,1,0,1,1,0,-13161.2504329894,-0.020305,-0.5948,0.0077771952
299,FCCFCFCFC,4,0,1,1,0,1,0,1,0,1,-13161.2594396521,-0.029312,-0.2958,0.0108636367
300,FCCFCFCFF,5,0,1,1,0,1,0,1,0,0,-13040.5785360538,-0.019846,0.5780,0.0094046073
301,FCCFCFFCC,4,0,1,1,0,1,0,0,1,1,-13161.2486745921,-0.018547,-0.6978,0.0072496181
302,FCCFCFFCF,5,0,1,1,0,1,0,0,1,0,-13040.5776544300,-0.018964,-1.0719,0.0259569656
303,FCCFCFFFC,5,0,1,1,0,1,0,0,0,1,-13040.5801516212,-0.021461,0.0762,0.0141512433
304,FCCFCFFFF,6,0,1,1,0,1,0,0,0,0,-12919.9026888899,-0.015436,0.5516,0.0042302891
305,FCCFFCCCC,3,0,1,1,0,0,1,1,1,1,-13281.9118216869,-0.010256,-0.2727,0.0113552076
306,FCCFFCCCF,4,0,1,1,0,0,1,1,1,0,-13161.2437819794,-0.013654,0.1024,0.0089295978
307,FCCFFCCFC,4,0,1,1,0,0,1,1,0,1,-13161.2491964442,-0.019069,-0.6415,0.0098083864
308,FCCFFCCFF,5,0,1,1,0,0,1,1,0,0,-13040.5709769115,-0.012286,0.0150,0.0057794927
309,FCCFFCFCC,4,0,1,1,0,0,1,0,1,1,-13161.2476571031,-0.017529,-1.0092,0.0084846428
310,FCCFFCFCF,5,0,1,1,0,0,1,0,1,0,-13040.5777908984,-0.019100,-0.6439,0.0146676114
311,FCCFFCFFC,5,0,1,1,0,0,1,0,0,1,-13040.5807908335,-0.022100,-0.6249,0.0091628050
312,FCCFFCFFF,6,0,1,1,0,0,1,0,0,0,-12919.9026834735,-0.015430,-0.1996,0.0175624707
313,FCCFFFCCC,4,0,1,1,0,0,0,1,1,1,-13161.2406925131,-0.010565,-0.7169,0.0082357743
314,FCCFFFCCF,5,0,1,1,0,0,0,1,1,0,-13040.5719530531,-0.013263,-0.2325,0.0114011030
315,FCCFFFCFC,5,0,1,1,0,0,0,1,0,1,-13040.5803185558,-0.021628,-0.1488,0.0138098952
316,FCCFFFCFF,6,0,1,1,0,0,0,1,0,0,-12919.9003828097,-0.013130,-0.4063,0.0188954410
317,FCCFFFFCC,5,0,1,1,0,0,0,0,1,1,-13040.5707229016,-0.012032,-0.9477,0.0147383939
318,FCCFFFFCF,6,0,1,1,0,0,0,0,1,0,-12919.9002190458,-0.012966,-1.1505,0.0151497752
319,FCCFFFFFC,6,0,1,1,0,0,0,0,0,1,-12919.9007408354,-0.013488,-0.4310,0.0130344753
320,FCCFFFFFF,7,0,1,1,0,0,0,0,0,0,-12799.2234988730,-0.007683,0.3237,0.0108438332
321,FCFCCCCCC,2,0,1,0,1,1,1,1,1,1,-13402.5827402306,-0.009738,0.3296,0.0111500312
322,FCFCCCCCF,3,0,1,0,1,1,1,1,1,0,-13281.9137844324,-0.012219,0.4806,0.0053363954
323,FCFCCCCFC,3,0,1,0,1,1,1,1,0,1,-13281.9203822109,-0.018817,0.7382,0.0105653066
324,FCFCCCCFF,4,0,1,0,1,1,1,1,0,0,-13161.2418036286,-0.011676,1.1332,0.0059088812
325,FCFCCCFCC,3,0,1,0,1,1,1,0,1,1,-13281.9165388466,-0.014974,-0.2287,0.0094018755
326,FCFCCCFCF,4,0,1,0,1,1,1,0,1,0,-13161.2470113399,-0.016883,0.0536,0.0073877697
327,FCFCCCFFC,4,0,1,0,1,1,1,0,0,1,-13161.2493026579,-0.019175,-0.2323,0.0121093413
328,FCFCCCFFF,5,0,1,0,1,1,1,0,0,0,-13040.5722686119,-0.013578,0.6165,0.0051430102
329,FCFCCFCCC,3,0,1,0,1,1,0,1,1,1,-13281.9160934051,-0.014528,-0.6694,0.0103563761
330,FCFCCFCCF,4,0,1,0,1,1,0,1,1,0,-13161.2469448812,-0.016817,-0.6255,0.0076794827
331,FCFCCFCFC,4,0,1,0,1,1,0,1,0,1,-13161.2557358461,-0.025608,-0.8274,0.0121230979
332,FCFCCFCFF,5,0,1,0,1,1,0,1,0,0,-13040.5756296973,-0.016939,0.0479,0.0052579052
333,FCFCCFFCC,4,0,1,0,1,1,0,0,1,1,-13161.2454874686,-0.015360,-0.9626,0.0093077981
334,FCFCCFFCF,5,0,1,0,1,1,0,0,1,0,-13040.5750175763,-0.016327,-0.8716,0.0097930712
335,FCFCCFFFC,5,0,1,0,1,1,0,0,0,1,-13040.5771768264,-0.018486,-0.2417,0.0077044095
336,FCFCCFFFF,6,0,1,0,1,1,0,0,0,0,-12919.9000911286,-0.012838,-0.0223,0.0047730215
337,FCFCFCCCC,3,0,1,0,1,0,1,1,1,1,-13281.9176280628,-0.016063,-0.3894,0.0144138867
338,FCFCFCCCF,4,0,1,0,1,0,1,1,1,0,-13161.2493695237,-0.019242,-0.1625,0.0113255613
339,FCFCFCCFC,4,0,1,0,1,0,1,1,0,1,-13161.2540532669,-0.023925,-0.8228,0.0121940933
340,FCFCFCCFF,5,0,1,0,1,0,1,1,0,0,-13040.5764706261,-0.017780,-0.4891,0.0056713982
341,FCFCFCFCC,4,0,1,0,1,0,1,0,1,1,-13161.2525662420,-0.022438,-1.1169,0.0140397086
342,FCFCFCFCF,5,0,1,0,1,0,1,0,1,0,-13040.5834333141,-0.024743,-0.8802,0.0062832847
343,FCFCFCFFC,5,0,1,0,1,0,1,0,0,1,-13040.5858015555,-0.027111,-1.1027,0.0165136829
344,FCFCFCFFF,6,0,1,0,1,0,1,0,0,0,-12919.9077931892,-0.020540,-0.3153,0.0077262013
345,FCFCFFCCC,4,0,1,0,1,0,0,1,1,1,-13161.2459126625,-0.015785,-1.3205,0.0139498381
346,FCFCFFCCF,5,0,1,0,1,0,0,1,1,0,-13040.5775798334,-0.018889,-0.8416,0.0114958487
347,FCFCFFCFC,5,0,1,0,1,0,0,1,0,1,-13040.5857553930,-0.027065,-0.8517,0.0238390342
348,FCFCFFCFF,6,0,1,0,1,0,0,1,0,0,-12919.9055987279,-0.018346,-0.5162,0.0088863387
349,FCFCFFFCC,5,0,1,0,1,0,0,0,1,1,-13040.5764710539,-0.017781,-1.2657,0.0167231329
350,FCFCFFFCF,6,0,1,0,1,0,0,0,1,0,-12919.9059040688,-0.018651,-1.7515,0.0132239069
351,FCFCFFFFC,6,0,1,0,1,0,0,0,0,1,-12919.9070736734,-0.019820,-0.9874,0.0149172938
352,FCFCFFFFF,7,0,1,0,1,0,0,0,0,0,-12799.2294312169,-0.013615,0.2060,0.0111368777
353,FCFFCCCCC,3,0,1,0,0,1,1,1,1,1,-13281.9108943347,-0.009329,-0.0620,0.0122909529
354,FCFFCCCCF,4,0,1,0,0,1,1,1,1,0,-13161.2423054816,-0.012178,0.2152,0.0093122834
355,FCFFCCCFC,4,0,1,0,0,1,1,1,0,1,-13161.2465184427,-0.016391,-0.1707,0.0124365105
356,FCFFCCCFF,5,0,1,0,0,1,1,1,0,0,-13040.5693264232,-0.010636,0.7799,0.0105743415
357,FCFFCCFCC,4,0,1,0,0,1,1,0,1,1,-13161.2436528645,-0.013525,-1.8777,0.0099374009
358,FCFFCCFCF,5,0,1,0,0,1,1,0,1,0,-13040.5743207650,-0.015630,-0.6339,0.0089108606
359,FCFFCCFFC,5,0,1,0,0,1,1,0,0,1,-13040.5773371744,-0.018647,-1.1218,0.0119069750
360,FCFFCCFFF,6,0,1,0,0,1,1,0,0,0,-12919.8995973217,-0.012344,-0.7327,0.0055274892
361,FCFFCFCCC,4,0,1,0,0,1,0,1,1,1,-13161.2456177189,-0.015490,-1.2296,0.0152409016
362,FCFFCFCCF,5,0,1,0,0,1,0,1,1,0,-13040.5775268091,-0.018836,-1.0381,0.0178608149
363,FCFFCFCFC,5,0,1,0,0,1,0,1,0,1,-13040.5856026519,-0.026912,-1.1739,0.0257918793
364,FCFFCFCFF,6,0,1,0,0,1,0,1,0,0,-12919.9052008763,-0.017948,-0.6208,0.0083275633
365,FCFFCFFCC,5,0,1,0,0,1,0,0,1,1,-13040.5749642092,-0.016274,-1.5014,0.0207485533
366,FCFFCFFCF,6,0,1,0,0,1,0,0,1,0,-12919.9045426970,-0.017290,-1.8335,0.0130048263
367,FCFFCFFFC,6,0,1,0,0,1,0,0,0,1,-12919.9070085455,-0.019755,-0.8951,0.0135400200
368,FCFFCFFFF,7,0,1,0,0,1,0,0,0,0,-12799.2291787587,-0.013363,-0.3653,0.0064209948
369,FCFFFCCCC,4,0,1,0,0,0,1,1,1,1,-13161.2396584384,-0.009531,-0.2966,0.0179063171
370,FCFFFCCCF,5,0,1,0,0,0,1,1,1,0,-13040.5718433080,-0.013153,0.0129,0.0123392724
371,FCFFFCCFC,5,0,1,0,0,0,1,1,0,1,-13040.5765312228,-0.017841,-1.0261,0.0179728034
372,FCFFFCCFF,6,0,1,0,0,0,1,1,0,0,-12919.8984632820,-0.011210,-0.4084,0.0089123003
373,FCFFFCFCC,5,0,1,0,0,0,1,0,1,1,-13040.5757180694,-0.017028,-1.1593,0.0125683936
374,FCFFFCFCF,6,0,1,0,0,0,1,0,1,0,-12919.9062353991,-0.018982,-1.2861,0.0138308706
375,FCFFFCFFC,6,0,1,0,0,0,1,0,0,1,-12919.9089005992,-0.021647,-1.0597,0.0146230032
376,FCFFFCFFF,7,0,1,0,0,0,1,0,0,0,-12799.2306751151,-0.014859,-0.1422,0.0069657222
377,FCFFFFCCC,5,0,1,0,0,0,0,1,1,1,-13040.5681773992,-0.009487,-1.0881,0.0107889869
378,FCFFFFCCF,6,0,1,0,0,0,0,1,1,0,-12919.9001540747,-0.012901,-0.7713,0.0138129454
379,FCFFFFCFC,6,0,1,0,0,0,0,1,0,1,-12919.9081644041,-0.020911,-0.5263,0.0141444575
380,FCFFFFCFF,7,0,1,0,0,0,0,1,0,0,-12799.2281262439,-0.012310,-0.2712,0.0117613122
381,FCFFFFFCC,6,0,1,0,0,0,0,0,1,1,-12919.8978858650,-0.010633,-1.2028,0.0160406581
382,FCFFFFFCF,7,0,1,0,0,0,0,0,1,0,-12799.2272831590,-0.011467,-0.0057,0.0131367952
383,FCFFFFFFC,7,0,1,0,0,0,0,0,0,1,-12799.2277050485,-0.011889,-0.4016,0.0165053618
384,FCFFFFFFF,8,0,1,0,0,0,0,0,0,0,-12678.5504508231,-0.006072,0.6289,0.0081400958
385,FFCCCCCCC,2,0,0,1,1,1,1,1,1,1,-13402.5746134891,-0.001611,1.3995,0.0064940770
386,FFCCCCCCF,3,0,0,1,1,1,1,1,1,0,-13281.9059615148,-0.004396,1.4755,0.0034902357
387,FFCCCCCFC,3,0,0,1,1,1,1,1,0,1,-13281.9126019634,-0.011037,1.3855,0.0068469192
388,FFCCCCCFF,4,0,0,1,1,1,1,1,0,0,-13161.2337540545,-0.003626,1.9297,0.0044832029
389,FFCCCCFCC,3,0,0,1,1,1,1,0,1,1,-13281.9092367009,-0.007671,0.6538,0.0049659499
390,FFCCCCFCF,4,0,0,1,1,1,1,0,1,0,-13161.2402003917,-0.010072,1.4525,0.0070513078
391,FFCCCCFFC,4,0,0,1,1,1,1,0,0,1,-13161.2431573810,-0.013029,1.3178,0.0065904755
392,FFCCCCFFF,5,0,0,1,1,1,1,0,0,0,-13040.5655182978,-0.006828,1.9950,0.0014882267
393,FFCCCFCCC,3,0,0,1,1,1,0,1,1,1,-13281.9084377697,-0.006873,0.1428,0.0076986418
394,FFCCCFCCF,4,0,0,1,1,1,0,1,1,0,-13161.2399556211,-0.009828,0.9202,0.0071181975
395,FFCCCFCFC,4,0,0,1,1,1,0,1,0,1,-13161.2487953667,-0.018667,0.5497,0.0170845400
396,FFCCCFCFF,5,0,0,1,1,1,0,1,0,0,-13040.5684006746,-0.009710,1.6946,0.0072288868
397,FFCCCFFCC,4,0,0,1,1,1,0,0,1,1,-13161.2386925495,-0.008565,0.2992,0.0064141080
398,FFCCCFFCF,5,0,0,1,1,1,0,0,1,0,-13040.5681875542,-0.009497,0.5438,0.0157172312
399,FFCCCFFFC,5,0,0,1,1,1,0,0,0,1,-13040.5703511457,-0.011661,1.1444,0.0086210521
400,FFCCCFFFF,6,0,0,1,1,1,0,0,0,0,-12919.8930808043,-0.005828,1.6014,0.0019570532
401,FFCCFCCCC,3,0,0,1,1,0,1,1,1,1,-13281.9076611167,-0.006096,0.1885,0.0094915982
402,FFCCFCCCF,4,0,0,1,1,0,1,1,1,0,-13161.2395551450,-0.009427,0.4512,0.0050073058
403,FFCCFCCFC,4,0,0,1,1,0,1,1,0,1,-13161.2443751084,-0.014247,-0.5905,0.0065704505
404,FFCCFCCFF,5,0,0,1,1,0,1,1,0,0,-13040.5663164893,-0.007626,0.5768,0.0027045359
405,FFCCFCFCC,4,0,0,1,1,0,1,0,1,1,-13161.2428576912,-0.012730,-0.5194,0.0099771362
406,FFCCFCFCF,5,0,0,1,1,0,1,0,1,0,-13040.5739287575,-0.015238,-0.2373,0.0055119862
407,FFCCFCFFC,5,0,0,1,1,0,1,0,0,1,-13040.5766542876,-0.017964,-0.4526,0.0038226887
408,FFCCFCFFF,6,0,0,1,1,0,1,0,0,0,-12919.8985092479,-0.011256,0.1422,0.0096150706
409,FFCCFFCCC,4,0,0,1,1,0,0,1,1,1,-13161.2371981941,-0.007070,-0.2563,0.0078872936
410,FFCCFFCCF,5,0,0,1,1,0,0,1,1,0,-13040.5689062108,-0.010216,-0.0653,0.0067014598
411,FFCCFFCFC,5,0,0,1,1,0,0,1,0,1,-13040.5770972234,-0.018407,-0.1899,0.0077303562
412,FFCCFFCFF,6,0,0,1,1,0,0,1,0,0,-12919.8966151605,-0.009362,0.4957,0.0080901156
413,FFCCFFFCC,5,0,0,1,1,0,0,0,1,1,-13040.5673557003,-0.008665,-0.8600,0.0073419999
414,FFCCFFFCF,6,0,0,1,1,0,0,0,1,0,-12919.8964358059,-0.009183,-0.9227,0.0133029201
415,FFCCFFFFC,6,0,0,1,1,0,0,0,0,1,-12919.8982215333,-0.010968,-0.0309,0.0091832088
416,FFCCFFFFF,7,0,0,1,1,0,0,0,0,0,-12799.2205927446,-0.004777,0.8919,0.0032940133
417,FFCFCCCCC,3,0,0,1,0,1,1,1,1,1,-13281.9100514196,-0.008486,0.9713,0.0061608076
418,FFCFCCCCF,4,0,0,1,0,1,1,1,1,0,-13161.2413006558,-0.011173,1.1000,0.0112368577
419,FFCFCCCFC,4,0,0,1,0,1,1,1,0,1,-13161.2460411402,-0.015913,0.7458,0.0096222686
420,FFCFCCCFF,5,0,0,1,0,1,1,1,0,0,-13040.5683809229,-0.009690,1.5585,0.0117998579
421,FFCFCCFCC,4,0,0,1,0,1,1,0,1,1,-13161.2425358635,-0.012408,-0.9228,0.0081450298
422,FFCFCCFCF,5,0,0,1,0,1,1,0,1,0,-13040.5736337810,-0.014943,-0.2218,0.0146625942
423,FFCFCCFFC,5,0,0,1,0,1,1,0,0,1,-13040.5762656058,-0.017575,-0.2929,0.0103364270
424,FFCFCCFFF,6,0,0,1,0,1,1,0,0,0,-12919.8984575921,-0.011204,0.2094,0.0064820177
425,FFCFCFCCC,4,0,0,1,0,1,0,1,1,1,-13161.2450529988,-0.014925,0.0355,0.0090051883
426,FFCFCFCCF,5,0,0,1,0,1,0,1,1,0,-13040.5764321277,-0.017742,-0.0174,0.0151969004
427,FFCFCFCFC,5,0,0,1,0,1,0,1,0,1,-13040.5849546606,-0.026264,-0.3504,0.0184358263
428,FFCFCFCFF,6,0,0,1,0,1,0,1,0,0,-12919.9043366231,-0.017083,0.7142,0.0095605492
429,FFCFCFFCC,5,0,0,1,0,1,0,0,1,1,-13040.5739304801,-0.015240,-0.4131,0.0139096546
430,FFCFCFFCF,6,0,0,1,0,1,0,0,1,0,-12919.9038804105,-0.016627,-1.2142,0.0101961943
431,FFCFCFFFC,6,0,0,1,0,1,0,0,0,1,-12919.9062149374,-0.018962,-0.2250,0.0199090882
432,FFCFCFFFF,7,0,0,1,0,1,0,0,0,0,-12799.2282977913,-0.012482,0.3538,0.0050949983
433,FFCFFCCCC,4,0,0,1,0,0,1,1,1,1,-13161.2387745256,-0.008647,0.1543,0.0119645693
434,FFCFFCCCF,5,0,0,1,0,0,1,1,1,0,-13040.5707075038,-0.012017,0.2001,0.0157806960
435,FFCFFCCFC,5,0,0,1,0,0,1,1,0,1,-13040.5753660555,-0.016676,-0.4414,0.0178341230
436,FFCFFCCFF,6,0,0,1,0,0,1,1,0,0,-12919.8975150086,-0.010262,0.0561,0.0101439821
437,FFCFFCFCC,5,0,0,1,0,0,1,0,1,1,-13040.5737555516,-0.015065,-1.1334,0.0254192327
438,FFCFFCFCF,6,0,0,1,0,0,1,0,1,0,-12919.9045746031,-0.017321,-0.8027,0.0093085717
439,FFCFFCFFC,6,0,0,1,0,0,1,0,0,1,-12919.9073519122,-0.020099,-0.6274,0.0146758592
440,FFCFFCFFF,7,0,0,1,0,0,1,0,0,0,-12799.2291675641,-0.013352,-0.1549,0.0055148491
441,FFCFFFCCC,5,0,0,1,0,0,0,1,1,1,-13040.5678090496,-0.009119,-0.4924,0.0071707737
442,FFCFFFCCF,6,0,0,1,0,0,0,1,1,0,-12919.8994525002,-0.012199,-0.1566,0.0082588806
443,FFCFFFCFC,6,0,0,1,0,0,0,1,0,1,-12919.9076378205,-0.020385,0.0184,0.0076877391
444,FFCFFFCFF,7,0,0,1,0,0,0,1,0,0,-12799.2275522103,-0.011736,0.0790,0.0075776867
445,FFCFFFFCC,6,0,0,1,0,0,0,0,1,1,-12919.8978096749,-0.010556,-0.6067,0.0166809174
446,FFCFFFFCF,7,0,0,1,0,0,0,0,1,0,-12799.2274443255,-0.011629,-0.8157,0.0125254263
447,FFCFFFFFC,7,0,0,1,0,0,0,0,0,1,-12799.2281615638,-0.012346,-0.1128,0.0084114422
448,FFCFFFFFF,8,0,0,1,0,0,0,0,0,0,-12678.5504513797,-0.006073,0.7435,0.0117320296
449,FFFCCCCCC,3,0,0,0,1,1,1,1,1,1,-13281.9070029390,-0.005438,1.2381,0.0031611642
450,FFFCCCCCF,4,0,0,0,1,1,1,1,1,0,-13161.2370074521,-0.006880,1.4488,0.0078506701
451,FFFCCCCFC,4,0,0,0,1,1,1,1,0,1,-13161.2441036790,-0.013976,1.4420,0.0066934738
452,FFFCCCCFF,5,0,0,0,1,1,1,1,0,0,-13040.5655733168,-0.006883,1.7864,0.0038469739
453,FFFCCCFCC,4,0,0,0,1,1,1,0,1,1,-13161.2402938231,-0.010166,0.3182,0.0076951169
454,FFFCCCFCF,5,0,0,0,1,1,1,0,1,0,-13040.5709022004,-0.012212,0.5827,0.0093683507
455,FFFCCCFFC,5,0,0,0,1,1,1,0,0,1,-13040.5728193348,-0.014129,0.8235,0.0087427675
456,FFFCCCFFF,6,0,0,0,1,1,1,0,0,0,-12919.8961777681,-0.008925,1.8043,0.0016411346
457,FFFCCFCCC,4,0,0,0,1,1,0,1,1,1,-13161.2390783524,-0.008950,-0.4081,0.0084461594
458,FFFCCFCCF,5,0,0,0,1,1,0,1,1,0,-13040.5705956330,-0.011905,-0.3361,0.0087210972
459,FFFCCFCFC,5,0,0,0,1,1,0,1,0,1,-13040.5785572853,-0.019867,-0.3669,0.0144076177
460,FFFCCFCFF,6,0,0,0,1,1,0,1,0,0,-12919.8989730900,-0.011720,0.3962,0.0046979950
461,FFFCCFFCC,5,0,0,0,1,1,0,0,1,1,-13040.5689271397,-0.010237,-0.7806,0.0150502596
